Date,Close,High,Low,Open,Volume
,BBNI.JK,BBNI.JK,BBNI.JK,BBNI.JK,BBNI.JK
2015-07-03,2519.22802734375,2541.6211653645832,2452.0486132812503,2508.0314583333334,57287000
2015-07-06,2440.85205078125,2519.228034063217,2418.4589127006884,2474.441757902093,51381600
2015-07-07,2485.63818359375,2485.63818359375,2440.8519100154845,2440.8519100154845,46486800
2015-07-08,2418.458740234375,2474.441581443504,2407.262171992549,2463.2450132016784,69074400
2015-07-09,2396.065673828125,2440.8519481052863,2351.2793995509637,2407.2622423974153,51438800
2015-07-10,2440.85205078125,2452.0486198215312,2396.0657746201264,2418.4589127006884,38366200
2015-07-13,2452.048095703125,2474.4412289972174,2429.6549624090326,2463.244662350171,38223400
2015-07-14,2373.67236328125,2496.8346085458434,2351.2792277785966,2474.44147304319,108126600
2015-07-15,2272.903564453125,2384.8692572833284,2272.903564453125,2373.672688000308,108003400
2015-07-22,2317.68994140625,2362.47622046724,2295.2968018757547,2295.2968018757547,116952400
2015-07-23,2284.099853515625,2340.0826930625767,2272.903285606235,2317.689557243796,121323800
2015-07-24,2239.3134765625,2284.09974609375,2232.5955361328124,2272.9031787109375,91603600
2015-07-27,2172.13427734375,2261.70682486308,2149.7411404639174,2239.3136879832473,83027000
2015-07-28,2125.10888671875,2163.1772229402663,2120.6302589279835,2149.7413395679664,60441000
2015-07-29,2078.0830078125,2163.1769240806843,2069.1257534684805,2149.7410425646553,79417600
2015-07-30,2006.425048828125,2109.4334776742116,1992.9891668047223,2102.7155366625107,173561000
2015-07-31,2131.82666015625,2145.262542468159,1992.9892095998555,1997.4678370371585,103975200
2015-08-03,2156.458740234375,2169.894620235835,2109.433160229264,2131.8262935650314,60638000
2015-08-04,2147.501708984375,2165.416217505621,2143.0230818540635,2156.458963244998,51947800
2015-08-05,2284.099853515625,2295.2964214250155,2147.501725021063,2149.7410386029414,80326600
2015-08-06,2317.68994140625,2351.2796507019925,2306.4933716410023,2306.4933716410023,110051600
2015-08-07,2239.3134765625,2295.2963134765623,2234.834849609375,2284.09974609375,53685600
2015-08-10,2190.049072265625,2216.920840023485,2174.373874406873,2214.681526043664,58271400
2015-08-11,2089.279541015625,2212.441786198754,2060.1684648814307,2196.766591357265,86303600
2015-08-12,2019.86083984375,2053.4505433888235,1995.228390577363,2051.211229819152,83453000
2015-08-13,2073.6044921875,2118.3907663168197,2033.2968454711122,2033.2968454711122,86573000
2015-08-14,2048.97216796875,2084.8011894851434,2015.3824602971313,2082.561875640369,77138800
2015-08-18,1943.72412109375,2044.4932287541403,1943.72412109375,2037.7752882434477,116453000
2015-08-19,1979.5533447265625,2001.9464821103472,1930.2884424822364,1943.7243249125072,52802400
2015-08-20,1979.5533447265625,1997.4678546335904,1941.4850111741287,1979.5533447265625,62606600
2015-08-21,1925.8099365234375,1950.4423891999,1905.6561116063317,1937.0065059218296,80687400
2015-08-24,1847.433837890625,1872.0662890625,1822.8013867187499,1858.6304066051136,81907800
2015-08-25,1948.2027587890625,1981.7924615268048,1914.61305605132,1925.8096236305673,109487000
2015-08-26,2017.62158203125,2022.1002092943604,1921.3310958743757,2017.62158203125,108067400
2015-08-27,2219.15966796875,2239.313489373108,2082.56154511699,2082.56154511699,144030400
2015-08-28,2239.3134765625,2351.279150390625,2239.3134765625,2284.09974609375,108243000
