Date,Close,High,Low,Open,Volume
,BBRI.JK,BBRI.JK,BBRI.JK,BBRI.JK,BBRI.JK
2015-07-06,1559.56005859375,1608.2962726693006,1552.0621175474535,1589.5515207349035,115791299
2015-07-07,1570.806884765625,1582.053695763156,1559.5600737680943,1559.5600737680943,114379425
2015-07-08,1533.3175048828125,1582.0537201848888,1529.5685342653155,1552.0621566076052,138749796
2015-07-09,1544.564453125,1552.0622943440371,1518.3218578363367,1518.3218578363367,104666807
2015-07-10,1570.806884765625,1585.802666322781,1552.0621326488438,1559.5600737680943,104557905
2015-07-13,1570.806884765625,1578.3047252035306,1544.5642922109382,1544.5642922109382,68977791
2015-07-14,1574.555908203125,1578.3047782073024,1555.8111554568438,1559.5601261423697,136384205
2015-07-15,1518.3216552734375,1570.8068388485908,1518.3216552734375,1570.8068388485908,194819965
2015-07-22,1552.062255859375,1555.8112267166125,1525.8196612214185,1548.3133856834904,264081011
2015-07-23,1537.06640625,1559.5601297336038,1537.06640625,1552.0621883452864,129274782
2015-07-24,1514.5728759765625,1544.5644419993905,1503.3260638883407,1529.5686589879765,249506859
2015-07-27,1465.8365478515625,1514.5727635086273,1465.8365478515625,1514.5727635086273,186627573
2015-07-28,1409.6024169921875,1469.585445012414,1409.6024169921875,1454.5897635183692,198727232
2015-07-29,1424.5982666015625,1439.5940494867884,1417.1003248182726,1428.3471368118537,198551779
2015-07-30,1402.1044921875,1454.5897807643312,1394.6066513515814,1443.342868488428,189127366
2015-07-31,1499.5771484375,1503.326119499374,1405.8535766601562,1405.8535766601562,245988448
2015-08-03,1567.0579833984375,1567.0579833984375,1499.5770137523286,1518.3217666967726,275629010
2015-08-04,1559.56005859375,1570.8068694818505,1529.5684957712524,1555.8110880706017,185481353
2015-08-05,1619.543212890625,1619.543212890625,1544.5644005280787,1544.5644005280787,134355770
2015-08-06,1615.7943115234375,1630.7899931610664,1604.5473992731909,1619.5431815921697,195384824
2015-08-07,1582.0537109375,1604.5473331483104,1578.3047403419162,1600.7984632340724,58920317
2015-08-10,1585.802734375,1585.802734375,1544.5643584934771,1552.0621992531408,61042804
2015-08-11,1522.0706787109375,1615.7942384552493,1522.0706787109375,1612.0452678747001,89054788
2015-08-12,1454.58984375,1503.3260629971894,1447.0919019080602,1477.0834679131096,255966171
2015-08-13,1503.325927734375,1540.815331526874,1454.589712872261,1454.589712872261,227895886
2015-08-14,1533.3175048828125,1533.3175048828125,1507.0749119230259,1518.3217230941707,77277434
2015-08-18,1469.58544921875,1529.568578092013,1469.58544921875,1522.0707373235298,128873275
2015-08-19,1484.581298828125,1510.823893731096,1469.585515929091,1492.0792406183189,85629879
2015-08-20,1458.338623046875,1484.5812164944532,1450.8407823538591,1469.585434427073,139306956
2015-08-21,1424.5982666015625,1432.0961077034985,1413.3514546079816,1424.5982666015625,177506215
2015-08-24,1372.1129150390625,1398.3555068232408,1353.3681634726456,1379.610755256824,248510242
2015-08-25,1424.5982666015625,1462.0876734739502,1387.1088597291748,1387.1088597291748,258717318
2015-08-26,1462.0875244140625,1465.8364949234997,1394.6065586509105,1462.0875244140625,239235982
2015-08-27,1574.555908203125,1574.555908203125,1503.3259685848743,1507.0749392704004,247086817
2015-08-28,1559.56005859375,1619.5430835574014,1559.56005859375,1597.0494617812,234548251
2015-08-31,1593.30078125,1600.7987236609745,1544.564558304114,1544.564558304114,204396730
2015-09-01,1514.5728759765625,1582.0538491872483,1514.5728759765625,1559.5602250108047,128265515
2015-09-02,1529.568603515625,1540.8154151959625,1480.8323860070454,1499.5770385804908,120962489
2015-09-03,1522.0706787109375,1544.5643008315417,1514.572737549839,1540.8153302509925,94235877
2015-09-04,1510.8238525390625,1529.5686058221252,1492.0791999373512,1499.5770408417654,106662242
2015-09-07,1465.8365478515625,1510.8237928638232,1465.8365478515625,1507.0749229003661,88421727
2015-09-08,1488.3302001953125,1499.5770116738506,1454.5897657596986,1462.087606518274,87639063
2015-09-09,1488.3302001953125,1514.572793872351,1480.8323594367369,1507.0749531137753,186908078
2015-09-10,1447.0919189453125,1469.5855433732497,1443.3429479802044,1465.8366730894975,136625659
2015-09-11,1439.593994140625,1465.8365880105175,1439.593994140625,1462.0876172630042,69257196
2015-09-14,1443.3427734375,1458.3385548031447,1428.3469920718555,1458.3385548031447,81844163
2015-09-15,1443.3427734375,1443.3427734375,1428.3469920718555,1435.8449330953497,83015683
2015-09-16,1439.593994140625,1458.338646515491,1435.8450233931117,1447.0918349543015,55606510
2015-09-17,1503.325927734375,1507.0748983180285,1439.5939312189923,1458.338582774569,114613729
2015-09-18,1465.8365478515625,1510.8237928638232,1465.8365478515625,1507.0749229003661,126506585
2015-09-21,1428.3470458984375,1447.0917984822163,1424.5981759267597,1439.5939578575133,132395536
2015-09-22,1402.1044921875,1439.5939984111437,1390.857680592947,1428.3470861352405,175062523
2015-09-23,1319.6279296875,1379.6109624834644,1315.8789586748283,1379.6109624834644,379040696
2015-09-25,1282.138427734375,1304.6321532485385,1248.3979904851662,1304.6321532485385,456977593
2015-09-28,1244.6490478515625,1278.3895865519821,1244.6490478515625,1274.6406154338556,230983639
